Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size
SHERA,SHERA ENERGY LIMITED,SHERA ENERGY LIMITED,,,,
AIRAN,AIRAN LIMITED,AIRAN LIMITED,,,,
BEWLTD,BEW ENGINEERING LIMITED,BEW ENGINEERING LIMITED,,,,
HITECHCORP,HITECH CORPORATION LIMITED,HITECH CORPORATION LIMITED,,,,
PODDARMENT,PODDAR PIGMENTS LIMITED,PODDAR PIGMENTS LIMITED,,,,
TBI,TBI CORN LIMITED,TBI CORN LIMITED,,,,
NIPPOBATRY,INDO-NATIONAL LIMITED,INDO-NATIONAL LIMITED,,,,
DYNAMIC,DYNAMIC SERVICES & SECURITY LIMITED,DYNAMIC SERVICES & SECURITY LIMITED,,,,
NDGL,NAGA DHUNSERI GROUP LIMITED,NAGA DHUNSERI GROUP LIMITED,,,,
SAAKSHI,SAAKSHI MEDTECH AND PANELS LIMITED,SAAKSHI MEDTECH AND PANELS LIMITED,,,,
MANORG,MANGALAM ORGANICS LIMITED,MANGALAM ORGANICS LIMITED,,,,
OBSCP,OBSC PERFECTION LIMITED,OBSC PERFECTION LIMITED,,,,
PASUPTAC,PASUPATI ACRYLON LIMITED,PASUPATI ACRYLON LIMITED,,,,
S&SPOWER,S&S POWER SWITCHGEARS LIMITED,S&S POWER SWITCHGEARS LIMITED,,,,
ATLANTAA,ATLANTAA LIMITED,ATLANTAA LIMITED,,,,
PROZONER,PROZONE REALTY LIMITED,PROZONE REALTY LIMITED,,,,
KATARIA,KATARIA INDUSTRIES LIMITED,KATARIA INDUSTRIES LIMITED,,,,
MGEL,MANGALAM GLOBAL ENTERPRISE LIMITED,MANGALAM GLOBAL ENTERPRISE LIMITED,,,,
DJML,DJ MEDIAPRINT & LOGISTICS LIMITED,DJ MEDIAPRINT & LOGISTICS LIMITED,,,,
AVPINFRA,AVP INFRACON LIMITED,AVP INFRACON LIMITED,,,,
CINELINE,CINELINE INDIA LIMITED,CINELINE INDIA LIMITED,,,,
DCMNVL,DCM NOUVELLE LIMITED,DCM NOUVELLE LIMITED,,,,
MANOMAY,MANOMAY TEX INDIA LIMITED,MANOMAY TEX INDIA LIMITED,,,,
SCPL,SHEETAL COOL PRODUCTS LIMITED,SHEETAL COOL PRODUCTS LIMITED,,,,
BRNL,BHARAT ROAD NETWORK LIMITED,BHARAT ROAD NETWORK LIMITED,,,,
PONNIERODE,PONNI SUGARS (ERODE) LIMITED,PONNI SUGARS (ERODE) LIMITED,,,,
ABAN,ABAN OFFSHORE LIMITED,ABAN OFFSHORE LIMITED,,,,
EMAMIREAL,EMAMI REALTY LIMITED     ,EMAMI REALTY LIMITED     ,,,,
NEPHROCARE,NEPHRO CARE INDIA LIMITED,NEPHRO CARE INDIA LIMITED,,,,
EXXARO,EXXARO TILES LIMITED,EXXARO TILES LIMITED,,,,
ABINFRA,A B INFRABUILD LIMITED,A B INFRABUILD LIMITED,,,,
CHAVDA,CHAVDA INFRA LIMITED,CHAVDA INFRA LIMITED,,,,
NATHBIOGEN,NATH BIO-GENES (INDIA) LIMITED,NATH BIO-GENES (INDIA) LIMITED,,,,
TCL,THAAI CASTING LIMITED,THAAI CASTING LIMITED,,,,
RUCHIRA,RUCHIRA PAPERS LIMITED,RUCHIRA PAPERS LIMITED,,,,
MANAKSTEEL,MANAKSIA STEELS LIMITED,MANAKSIA STEELS LIMITED,,,,
TIRUPATIFL,TIRUPATI FORGE LIMITED,TIRUPATI FORGE LIMITED,,,,
UCAL,UCAL LIMITED,UCAL LIMITED,,,,
UNIVPHOTO,UNIVERSUS PHOTO IMAGINGS LIMITED,UNIVERSUS PHOTO IMAGINGS LIMITED,,,,
OSIAHYPER,OSIA HYPER RETAIL LIMITED,OSIA HYPER RETAIL LIMITED,,,,
SINTERCOM,SINTERCOM INDIA LIMITED,SINTERCOM INDIA LIMITED,,,,
LAL,LORENZINI APPARELS LIMITED,LORENZINI APPARELS LIMITED,,,,
ESSENTIA,INTEGRA ESSENTIA LIMITED,INTEGRA ESSENTIA LIMITED,,,,
TRU,TRUCAP FINANCE LIMITED,TRUCAP FINANCE LIMITED,,,,
SIGMA,SIGMA SOLVE LIMITED,SIGMA SOLVE LIMITED,,,,
SAHYADRI,SAHYADRI INDUSTRIES LIMITED,SAHYADRI INDUSTRIES LIMITED,,,,
MEDICO,MEDICO REMEDIES LIMITED,MEDICO REMEDIES LIMITED,,,,
GLOBALVECT,GLOBAL VECTRA HELICORP LIMITED,GLOBAL VECTRA HELICORP LIMITED,,,,
SUMIT,SUMIT WOODS LIMITED,SUMIT WOODS LIMITED,,,,
IVC,IL&FS INVESTMENT MANAGERS LIMITED,IL&FS INVESTMENT MANAGERS LIMITED,,,,
BAHETI,BAHETI RECYCLING INDUSTRIES LIMITED,BAHETI RECYCLING INDUSTRIES LIMITED,,,,
JAYSREETEA,JAYSHREE TEA & INDUSTRIES LIMITED,JAYSHREE TEA & INDUSTRIES LIMITED,,,,
WINSOL,WINSOL ENGINEERS LIMITED,WINSOL ENGINEERS LIMITED,,,,
PURVFLEXI,PURV FLEXIPACK LIMITED,PURV FLEXIPACK LIMITED,,,,
SHIVAUM,SHIV AUM STEELS LIMITED,SHIV AUM STEELS LIMITED,,,,
GLOBAL,GLOBAL EDUCATION LIMITED,GLOBAL EDUCATION LIMITED,,,,
INFINIUM,INFINIUM PHARMACHEM LIMITED,INFINIUM PHARMACHEM LIMITED,,,,
GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LIMITED,GUJARAT APOLLO INDUSTRIES LIMITED,,,,
ARIES,ARIES AGRO LIMITED,ARIES AGRO LIMITED,,,,
SMSLIFE,SMS LIFESCIENCES INDIA LIMITED,SMS LIFESCIENCES INDIA LIMITED,,,,
IEML,INDIAN EMULSIFIERS LIMITED,INDIAN EMULSIFIERS LIMITED,,,,
ASIANHOTNR,ASIAN HOTELS (NORTH) LIMITED,ASIAN HOTELS (NORTH) LIMITED,,,,
SKP,SKP BEARING INDUSTRIES LIMITED,SKP BEARING INDUSTRIES LIMITED,,,,
TRIGYN,TRIGYN TECHNOLOGIES LIMITED,TRIGYN TECHNOLOGIES LIMITED,,,,
VIPCLOTHNG,VIP CLOTHING LIMITED,VIP CLOTHING LIMITED,,,,
BYKE,THE BYKE HOSPITALITY LIMITED,THE BYKE HOSPITALITY LIMITED,,,,
MWL,MANGALAM WORLDWIDE LIMITED,MANGALAM WORLDWIDE LIMITED,,,,
NDLVENTURE,NDL VENTURES LIMITED,NDL VENTURES LIMITED,,,,
MKPL,M K PROTEINS LIMITED,M K PROTEINS LIMITED,,,,
SUNDRMBRAK,SUNDARAM BRAKE LININGS LIMITED,SUNDARAM BRAKE LININGS LIMITED,,,,
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES  LIMITED,AVONMORE CAPITAL & MANAGEMENT SERVICES  LIMITED,,,,
GULFPETRO,GP PETROLEUMS LIMITED,GP PETROLEUMS LIMITED,,,,
PLAZACABLE,PLAZA WIRES LIMITED,PLAZA WIRES LIMITED,,,,
MAHEPC,MAHINDRA EPC IRRIGATION LIMITED,MAHINDRA EPC IRRIGATION LIMITED,,,,
SYSTANGO,SYSTANGO TECHNOLOGIES LIMITED,SYSTANGO TECHNOLOGIES LIMITED,,,,
VARDMNPOLY,VARDHMAN POLYTEX LIMITED,VARDHMAN POLYTEX LIMITED,,,,
BASML,BANNARI AMMAN SPINNING MILLS LIMITED,BANNARI AMMAN SPINNING MILLS LIMITED,,,,
KARNIKA,KARNIKA INDUSTRIES LIMITED,KARNIKA INDUSTRIES LIMITED,,,,
PARIN,PARIN ENTERPRISES LIMITED,PARIN ENTERPRISES LIMITED,,,,
SHREYANIND,SHREYANS INDUSTRIES LIMITED,SHREYANS INDUSTRIES LIMITED,,,,
PELATRO,PELATRO LIMITED,PELATRO LIMITED,,,,
UMAEXPORTS,UMA EXPORTS LIMITED,UMA EXPORTS LIMITED,,,,
RNFI,RNFI SERVICES LIMITED,RNFI SERVICES LIMITED,,,,
STARPAPER,STAR PAPER MILLS LIMITED,STAR PAPER MILLS LIMITED,,,,
CCHHL,COUNTRY CLUB HOSPITALITY & HOLIDAYS LIMITED,COUNTRY CLUB HOSPITALITY & HOLIDAYS LIMITED,,,,
LORDSCHLO,LORDS CHLORO ALKALI LIMITED,LORDS CHLORO ALKALI LIMITED,,,,
GPECO,GP ECO SOLUTIONS INDIA LIMITED,GP ECO SOLUTIONS INDIA LIMITED,,,,
DRCSYSTEMS,DRC SYSTEMS INDIA LIMITED,DRC SYSTEMS INDIA LIMITED,,,,
ETML,EMERALD TYRE MANUFACTURERS LIMITED,EMERALD TYRE MANUFACTURERS LIMITED,,,,
RHL,ROBUST HOTELS LIMITED,ROBUST HOTELS LIMITED,,,,
GOYALSALT,GOYAL SALT LIMITED,GOYAL SALT LIMITED,,,,
BGRENERGY,BGR ENERGY SYSTEMS LIMITED,BGR ENERGY SYSTEMS LIMITED,,,,
GOLDTECH,AION-TECH SOLUTIONS LIMITED,AION-TECH SOLUTIONS LIMITED,,,,
RAMAPHO,RAMA PHOSPHATES LIMITED,RAMA PHOSPHATES LIMITED,,,,
REPL,RUDRABHISHEK ENTERPRISES LIMITED,RUDRABHISHEK ENTERPRISES LIMITED,,,,
SOUTHWEST,SOUTH WEST PINNACLE EXPLORATION LIMITED,SOUTH WEST PINNACLE EXPLORATION LIMITED,,,,
SHYAMCENT,SHYAM CENTURY FERROUS LIMITED,SHYAM CENTURY FERROUS LIMITED,,,,
COASTCORP,COASTAL CORPORATION LIMITED,COASTAL CORPORATION LIMITED,,,,
NEWJAISA,NEWJAISA TECHNOLOGIES LIMITED,NEWJAISA TECHNOLOGIES LIMITED,,,,
TREJHARA,TREJHARA SOLUTIONS LIMITED,TREJHARA SOLUTIONS LIMITED,,,,
KMSUGAR,K.M.SUGAR MILLS LIMITED,K.M.SUGAR MILLS LIMITED,,,,
RVHL,RAVINDER HEIGHTS LIMITED,RAVINDER HEIGHTS LIMITED,,,,
BROOKS,BROOKS LABORATORIES LIMITED,BROOKS LABORATORIES LIMITED,,,,
KCEIL,KAY CEE ENERGY & INFRA LIMITED,KAY CEE ENERGY & INFRA LIMITED,,,,
SPECTSTM,SPECTRUM TALENT MANAGEMENT LIMITED,SPECTRUM TALENT MANAGEMENT LIMITED,,,,
REFRACTORY,REFRACTORY SHAPES LIMITED,REFRACTORY SHAPES LIMITED,,,,
WELINV,WELSPUN INVESTMENTS AND COMMERCIALS LIMITED,WELSPUN INVESTMENTS AND COMMERCIALS LIMITED,,,,
ABCOTS,A B COTSPIN INDIA LIMITED,A B COTSPIN INDIA LIMITED,,,,
RANASUG,RANA SUGARS LIMITED,RANA SUGARS LIMITED,,,,
INFOLLION,INFOLLION RESEARCH SERVICES LIMITED,INFOLLION RESEARCH SERVICES LIMITED,,,,
OSELDEVICE,OSEL DEVICES LIMITED,OSEL DEVICES LIMITED,,,,
INTENTECH,INTENSE TECHNOLOGIES LIMITED,INTENSE TECHNOLOGIES LIMITED,,,,
MURUDCERA,MURUDESHWAR CERAMICS LIMITED,MURUDESHWAR CERAMICS LIMITED,,,,
MCLEODRUSS,MCLEOD RUSSEL INDIA LIMITED,MCLEOD RUSSEL INDIA LIMITED,,,,
USK,UDAYSHIVAKUMAR INFRA LIMITED,UDAYSHIVAKUMAR INFRA LIMITED,,,,
BHAGYANGR,BHAGYANAGAR INDIA LIMITED,BHAGYANAGAR INDIA LIMITED,,,,
VISASTEEL,VISA STEEL LIMITED,VISA STEEL LIMITED,,,,
ZODIACLOTH,ZODIAC CLOTHING COMPANY LIMITED,ZODIAC CLOTHING COMPANY LIMITED,,,,
SHRADHA,SHRADHA INFRAPROJECTS LIMITED,SHRADHA INFRAPROJECTS LIMITED,,,,
VISHWARAJ,VISHWARAJ SUGAR INDUSTRIES LIMITED,VISHWARAJ SUGAR INDUSTRIES LIMITED,,,,
A2ZINFRA,A2Z INFRA ENGINEERING LIMITED,A2Z INFRA ENGINEERING LIMITED,,,,
RANEENGINE,RANE ENGINE VALVE LIMITED,RANE ENGINE VALVE LIMITED,,,,
PILITA,PIL ITALICA LIFESTYLE LIMITED,PIL ITALICA LIFESTYLE LIMITED,,,,
EFACTOR,E FACTOR EXPERIENCES LIMITED,E FACTOR EXPERIENCES LIMITED,,,,
ROCKINGDCE,ROCKINGDEALS CIRCULAR ECONOMY LIMITED,ROCKINGDEALS CIRCULAR ECONOMY LIMITED,,,,
ODIGMA,ODIGMA CONSULTANCY SOLUTIONS LIMITED,ODIGMA CONSULTANCY SOLUTIONS LIMITED,,,,
FRESHARA,FRESHARA AGRO EXPORTS LIMITED,FRESHARA AGRO EXPORTS LIMITED,,,,
RAJTV,RAJ TELEVISION NETWORK LIMITED,RAJ TELEVISION NETWORK LIMITED,,,,
DEVIT,DEV INFORMATION TECHNOLOGY LIMITED,DEV INFORMATION TECHNOLOGY LIMITED,,,,
SVLL,SHREE VASU LOGISTICS LIMITED,SHREE VASU LOGISTICS LIMITED,,,,
MARALOVER,MARAL OVERSEAS LIMITED,MARAL OVERSEAS LIMITED,,,,
TECHERA,TECHERA ENGINEERING (INDIA) LIMITED,TECHERA ENGINEERING (INDIA) LIMITED,,,,
NECCLTD,NORTH EASTERN CARRYING CORPORATION LIMITED,NORTH EASTERN CARRYING CORPORATION LIMITED,,,,
RUCHINFRA,RUCHI INFRASTRUCTURE LIMITED,RUCHI INFRASTRUCTURE LIMITED,,,,
INDOWIND,INDOWIND ENERGY LIMITED,INDOWIND ENERGY LIMITED,,,,
VIRINCHI,VIRINCHI LIMITED,VIRINCHI LIMITED,,,,
SURANAT&P,SURANA TELECOM AND POWER LIMITED,SURANA TELECOM AND POWER LIMITED,,,,
FELIX,FELIX INDUSTRIES LIMITED,FELIX INDUSTRIES LIMITED,,,,
RAJMET,RAJNANDINI METAL LIMITED,RAJNANDINI METAL LIMITED,,,,
K2INFRA,K2 INFRAGEN LIMITED,K2 INFRAGEN LIMITED,,,,
SDREAMS,S D RETAIL LIMITED,S D RETAIL LIMITED,,,,
POSITRON,POSITRON ENERGY LIMITED,POSITRON ENERGY LIMITED,,,,
PAR,PAR DRUGS AND CHEMICALS LIMITED,PAR DRUGS AND CHEMICALS LIMITED,,,,
LAKSHYA,LAKSHYA POWERTECH LIMITED,LAKSHYA POWERTECH LIMITED,,,,
AARON,AARON INDUSTRIES LIMITED,AARON INDUSTRIES LIMITED,,,,
MEGASTAR,MEGASTAR FOODS LIMITED,MEGASTAR FOODS LIMITED,,,,
LANCORHOL,LANCOR HOLDINGS LIMITED,LANCOR HOLDINGS LIMITED,,,,
MODIRUBBER,MODI RUBBER LIMITED,MODI RUBBER LIMITED,,,,
PROPEQUITY,P. E. ANALYTICS LIMITED,P. E. ANALYTICS LIMITED,,,,
SURANI,SURANI STEEL TUBES LIMITED,SURANI STEEL TUBES LIMITED,,,,
KCK,KCK INDUSTRIES LIMITED,KCK INDUSTRIES LIMITED,,,,
MAGNUM,MAGNUM VENTURES LIMITED,MAGNUM VENTURES LIMITED,,,,
NURECA,NURECA LIMITED,NURECA LIMITED,,,,
KBCGLOBAL,KBC GLOBAL LIMITED,KBC GLOBAL LIMITED,,,,
ZEELEARN,ZEE LEARN LIMITED,ZEE LEARN LIMITED,,,,
NIRMAN,NIRMAN AGRI GENETICS LIMITED,NIRMAN AGRI GENETICS LIMITED,,,,
RAMANEWS,SHREE RAMA NEWSPRINT LIMITED,SHREE RAMA NEWSPRINT LIMITED,,,,
PPAP,PPAP AUTOMOTIVE LIMITED,PPAP AUTOMOTIVE LIMITED,,,,
GOLDKART,GOLDKART JEWELS LIMITED,GOLDKART JEWELS LIMITED,,,,
MAHASTEEL,MAHAMAYA STEEL INDUSTRIES LIMITED,MAHAMAYA STEEL INDUSTRIES LIMITED,,,,
RPPL,RAJSHREE POLYPACK LIMITED,RAJSHREE POLYPACK LIMITED,,,,
CRAYONS,CRAYONS ADVERTISING LIMITED,CRAYONS ADVERTISING LIMITED,,,,
GOLDSTAR,GOLDSTAR POWER LIMITED,GOLDSTAR POWER LIMITED,,,,
LGBFORGE,LGB FORGE LIMITED        ,LGB FORGE LIMITED        ,,,,
TTL,T T LIMITED,T T LIMITED,,,,
THOMASCOTT,THOMAS SCOTT (INDIA) LIMITED,THOMAS SCOTT (INDIA) LIMITED,,,,
IEL,INDIABULLS ENTERPRISES LIMITED,INDIABULLS ENTERPRISES LIMITED,,,,
PRLIND,PREMIER ROADLINES LIMITED,PREMIER ROADLINES LIMITED,,,,
CROWN,CROWN LIFTERS LIMITED,CROWN LIFTERS LIMITED,,,,
VETO,VETO SWITCHGEARS AND CABLES LIMITED,VETO SWITCHGEARS AND CABLES LIMITED,,,,
RKEC,RKEC PROJECTS LIMITED,RKEC PROJECTS LIMITED,,,,
MANCREDIT,MANGAL CREDIT AND FINCORP LIMITED,MANGAL CREDIT AND FINCORP LIMITED,,,,
AURDIS,AURANGABAD DISTILLERY LIMITED,AURANGABAD DISTILLERY LIMITED,,,,
COMSYN,COMMERCIAL SYN BAGS LIMITED,COMMERCIAL SYN BAGS LIMITED,,,,
CORDSCABLE,CORDS CABLE INDUSTRIES LIMITED,CORDS CABLE INDUSTRIES LIMITED,,,,
NOIDATOLL,NOIDA TOLL BRIDGE COMPANY LIMITED,NOIDA TOLL BRIDGE COMPANY LIMITED,,,,
TAKE,TAKE SOLUTIONS LIMITED,TAKE SOLUTIONS LIMITED,,,,
OMAXAUTO,OMAX AUTOS LIMITED,OMAX AUTOS LIMITED,,,,
SUPREMEINF,SUPREME INFRASTRUCTURE INDIA LIMITED,SUPREME INFRASTRUCTURE INDIA LIMITED,,,,
USHAFIN,USHA FINANCIAL SERVICES LIMITED,USHA FINANCIAL SERVICES LIMITED,,,,
ANLON,ANLON TECHNOLOGY SOLUTIONS LIMITED,ANLON TECHNOLOGY SOLUTIONS LIMITED,,,,
STARTECK,STARTECK FINANCE LIMITED,STARTECK FINANCE LIMITED,,,,
ALPHAGEO,ALPHAGEO (INDIA) LIMITED,ALPHAGEO (INDIA) LIMITED,,,,
PARAGON,PARAGON FINE AND SPECIALITY CHEMICAL LIMITED,PARAGON FINE AND SPECIALITY CHEMICAL LIMITED,,,,
SHIVATEX,SHIVA TEXYARN LIMITED,SHIVA TEXYARN LIMITED,,,,
DTIL,DHUNSERI TEA & INDUSTRIES LIMITED,DHUNSERI TEA & INDUSTRIES LIMITED,,,,
DELPHIFX,DELPHI WORLD MONEY LIMITED,DELPHI WORLD MONEY LIMITED,,,,
ROXHITECH,ROX HI TECH LIMITED,ROX HI TECH LIMITED,,,,
JEYYAM,JEYYAM GLOBAL FOODS LIMITED,JEYYAM GLOBAL FOODS LIMITED,,,,
AKANKSHA,AKANKSHA POWER AND INFRASTRUCTURE LIMITED,AKANKSHA POWER AND INFRASTRUCTURE LIMITED,,,,
OCCL,ORIENTAL CARBON & CHEMICALS LIMITED,ORIENTAL CARBON & CHEMICALS LIMITED,,,,
DUCON,DUCON INFRATECHNOLOGIES LIMITED,DUCON INFRATECHNOLOGIES LIMITED,,,,
SONAMLTD,SONAM LIMITED,SONAM LIMITED,,,,
GINNIFILA,GINNI FILAMENTS LIMITED,GINNI FILAMENTS LIMITED,,,,
AHLEAST,ASIAN HOTELS (EAST) LIMITED,ASIAN HOTELS (EAST) LIMITED,,,,
SADHAV,SADHAV SHIPPING LIMITED,SADHAV SHIPPING LIMITED,,,,
UNITEDPOLY,UNITED POLYFAB GUJARAT LIMITED,UNITED POLYFAB GUJARAT LIMITED,,,,
INDTERRAIN,INDIAN TERRAIN FASHIONS LIMITED,INDIAN TERRAIN FASHIONS LIMITED,,,,
TUNWAL,TUNWAL E-MOTORS LIMITED,TUNWAL E-MOTORS LIMITED,,,,
KANPRPLA,KANPUR PLASTIPACK LIMITED,KANPUR PLASTIPACK LIMITED,,,,
INVENTURE,INVENTURE GROWTH & SECURITIES LIMITED,INVENTURE GROWTH & SECURITIES LIMITED,,,,
IPHL,INDIAN PHOSPHATE LIMITED,INDIAN PHOSPHATE LIMITED,,,,
AKSHARCHEM,AKSHARCHEM INDIA LIMITED,AKSHARCHEM INDIA LIMITED,,,,
VR,V R INFRASPACE LIMITED,V R INFRASPACE LIMITED,,,,
INNOMET,INNOMET ADVANCED MATERIALS LIMITED,INNOMET ADVANCED MATERIALS LIMITED,,,,
PIGL,POWER & INSTRUMENTATION (GUJARAT) LIMITED,POWER & INSTRUMENTATION (GUJARAT) LIMITED,,,,
CANARYS,CANARYS AUTOMATIONS LIMITED,CANARYS AUTOMATIONS LIMITED,,,,
CMNL,CHAMAN METALLICS LIMITED,CHAMAN METALLICS LIMITED,,,,
NITIRAJ,NITIRAJ ENGINEERS LIMITED,NITIRAJ ENGINEERS LIMITED,,,,
HINDCON,HINDCON CHEMICALS LIMITED,HINDCON CHEMICALS LIMITED,,,,
SMARTLINK,SMARTLINK HOLDINGS LIMITED,SMARTLINK HOLDINGS LIMITED,,,,
DIGIKORE,DIGIKORE STUDIOS LIMITED,DIGIKORE STUDIOS LIMITED,,,,
MADHUSUDAN,MADHUSUDAN MASALA LIMITED,MADHUSUDAN MASALA LIMITED,,,,
PRAXIS,PRAXIS HOME RETAIL LIMITED,PRAXIS HOME RETAIL LIMITED,,,,
MASON,MASON INFRATECH LIMITED,MASON INFRATECH LIMITED,,,,
KONSTELEC,KONSTELEC ENGINEERS LIMITED,KONSTELEC ENGINEERS LIMITED,,,,
EQUIPPP,EQUIPPP SOCIAL IMPACT TECHNOLOGIES LIMITED,EQUIPPP SOCIAL IMPACT TECHNOLOGIES LIMITED,,,,
PANSARI,PANSARI DEVELOPERS LIMITED,PANSARI DEVELOPERS LIMITED,,,,
DGCONTENT,DIGICONTENT LIMITED,DIGICONTENT LIMITED,,,,
ZEAL,ZEAL GLOBAL SERVICES LIMITED,ZEAL GLOBAL SERVICES LIMITED,,,,
GENCON,GENERIC ENGINEERING CONSTRUCTION AND PROJECTS LIMITED,GENERIC ENGINEERING CONSTRUCTION AND PROJECTS LIMITED,,,,
PRAENG,PRAJAY ENGINEERS SYNDICATE LIMITED,PRAJAY ENGINEERS SYNDICATE LIMITED,,,,
AERON,AERON COMPOSITE LIMITED,AERON COMPOSITE LIMITED,,,,
UNIVASTU,UNIVASTU INDIA LIMITED,UNIVASTU INDIA LIMITED,,,,
LOYALTEX,LOYAL TEXTILE MILLS LIMITED,LOYAL TEXTILE MILLS LIMITED,,,,
ARHAM,ARHAM TECHNOLOGIES LIMITED,ARHAM TECHNOLOGIES LIMITED,,,,
PANACHE,PANACHE DIGILIFE LIMITED,PANACHE DIGILIFE LIMITED,,,,
SUPERHOUSE,SUPERHOUSE LIMITED,SUPERHOUSE LIMITED,,,,
RBS,RAMDEVBABA SOLVENT LIMITED,RAMDEVBABA SOLVENT LIMITED,,,,
SMLT,SARTHAK METALS LIMITED,SARTHAK METALS LIMITED,,,,
GRCL,GAYATRI RUBBERS AND CHEMICALS LIMITED,GAYATRI RUBBERS AND CHEMICALS LIMITED,,,,
TIPSFILMS,TIPS FILMS LIMITED,TIPS FILMS LIMITED,,,,
COMPUSOFT,COMPUCOM SOFTWARE LIMITED,COMPUCOM SOFTWARE LIMITED,,,,
JMA,JULLUNDUR MOTOR AGENCY (DELHI) LIMITED,JULLUNDUR MOTOR AGENCY (DELHI) LIMITED,,,,
SADBHIN,SADBHAV INFRASTRUCTURE PROJECT LIMITED,SADBHAV INFRASTRUCTURE PROJECT LIMITED,,,,
ARCHIDPLY,ARCHIDPLY INDUSTRIES LIMITED,ARCHIDPLY INDUSTRIES LIMITED,,,,
ONDOOR,ON DOOR CONCEPTS LIMITED,ON DOOR CONCEPTS LIMITED,,,,
DCG,DCG CABLES & WIRES LIMITED,DCG CABLES & WIRES LIMITED,,,,
ANIKINDS,ANIK INDUSTRIES LIMITED,ANIK INDUSTRIES LIMITED,,,,
BSL,BSL LIMITED,BSL LIMITED,,,,
ISFT,INTRASOFT TECHNOLOGIES LIMITED,INTRASOFT TECHNOLOGIES LIMITED,,,,
UMANGDAIRY,UMANG DAIRIES LIMITED,UMANG DAIRIES LIMITED,,,,
AGARWALTUF,AGARWAL TOUGHENED GLASS INDIA LIMITED,AGARWAL TOUGHENED GLASS INDIA LIMITED,,,,
LLOYDS,LLOYDS LUXURIES LIMITED,LLOYDS LUXURIES LIMITED,,,,
NIRAJ,NIRAJ CEMENT STRUCTURALS LIMITED,NIRAJ CEMENT STRUCTURALS LIMITED,,,,
MAHAPEXLTD,MAHA RASHTRA APEX CORPORATION LIMITED,MAHA RASHTRA APEX CORPORATION LIMITED,,,,
SONAMAC,SONA MACHINERY LIMITED,SONA MACHINERY LIMITED,,,,
OSWALSEEDS,SHREEOSWAL SEEDS AND CHEMICALS LIMITED,SHREEOSWAL SEEDS AND CHEMICALS LIMITED,,,,
SAH,SAH POLYMERS LIMITED,SAH POLYMERS LIMITED,,,,
RAJSREESUG,RAJSHREE SUGARS & CHEMICALS LIMITED,RAJSHREE SUGARS & CHEMICALS LIMITED,,,,
OILCOUNTUB,OIL COUNTRY TUBULAR LIMITED,OIL COUNTRY TUBULAR LIMITED,,,,
YASHOPTICS,YASH OPTICS & LENS LIMITED,YASH OPTICS & LENS LIMITED,,,,
ALPA,ALPA LABORATORIES LIMITED,ALPA LABORATORIES LIMITED,,,,
ENSER,ENSER COMMUNICATIONS LIMITED,ENSER COMMUNICATIONS LIMITED,,,,
TAINWALCHM,TAINWALA CHEMICAL AND PLASTIC (I) LIMITED,TAINWALA CHEMICAL AND PLASTIC (I) LIMITED,,,,
SURANASOL,SURANA SOLAR LIMITED,SURANA SOLAR LIMITED,,,,
EMMBI,EMMBI INDUSTRIES LIMITED,EMMBI INDUSTRIES LIMITED,,,,
DPEL,DIVINE POWER ENERGY LIMITED,DIVINE POWER ENERGY LIMITED,,,,
SECL,SALASAR EXTERIORS AND CONTOUR LIMITED,SALASAR EXTERIORS AND CONTOUR LIMITED,,,,
AARTECH,AARTECH SOLONICS LIMITED,AARTECH SOLONICS LIMITED,,,,
SHREEOSFM,SHREE OSFM E-MOBILITY LIMITED,SHREE OSFM E-MOBILITY LIMITED,,,,
ASPINWALL,ASPINWALL AND COMPANY LIMITED,ASPINWALL AND COMPANY LIMITED,,,,
SHAH,SHAH METACORP LIMITED,SHAH METACORP LIMITED,,,,
UNITEDTEA,THE UNITED NILGIRI TEA ESTATES COMPANY LIMITED,THE UNITED NILGIRI TEA ESTATES COMPANY LIMITED,,,,
AMJLAND,AMJ LAND HOLDINGS LIMITED,AMJ LAND HOLDINGS LIMITED,,,,
TROM,TROM INDUSTRIES LIMITED,TROM INDUSTRIES LIMITED,,,,
LAGNAM,LAGNAM SPINTEX LIMITED,LAGNAM SPINTEX LIMITED,,,,
MAXPOSURE,MAXPOSURE LIMITED,MAXPOSURE LIMITED,,,,
UNIHEALTH,UNIHEALTH HOSPITALS LIMITED,UNIHEALTH HOSPITALS LIMITED,,,,
ESPRIT,ESPRIT STONES LIMITED,ESPRIT STONES LIMITED,,,,
ENVIRO,ENVIROTECH SYSTEMS LIMITED,ENVIROTECH SYSTEMS LIMITED,,,,
DELAPLEX,DELAPLEX LIMITED,DELAPLEX LIMITED,,,,
IVP,IVP LIMITED,IVP LIMITED,,,,
CORALFINAC,CORAL INDIA FINANCE & HOUSING LIMITED,CORAL INDIA FINANCE & HOUSING LIMITED,,,,
SIGIND,SIGNET INDUSTRIES LIMITED,SIGNET INDUSTRIES LIMITED,,,,
KLL,KAUSHALYA LOGISTICS LIMITED,KAUSHALYA LOGISTICS LIMITED,,,,
CAPTRUST,CAPITAL TRUST LIMITED,CAPITAL TRUST LIMITED,,,,
